Year,Month,Day,sourceLatitude,sourceLongitude,SourceState,destinationLatitude,destinationLongitude,destinationState,distanceKM,taxiDurationMin,vehicleType,vehicleOption,weight,price
1996,3,24,35.922057,47.013736,24,34.317553,47.079976,26,233,207,2,0,8,3000000
1996,2,30,34.182933,48.171898,22,30.439168,49.105779,11,645,480,3,4,22.07,5200000
1996,2,10,34.63837,50.877235,17,34.329505,47.072623,26,433,330,1,5,2,2300000
1996,1,5,35.343501,48.374254,22,38.071216,46.295076,0,546,381,2,0,10,3600000
1996,6,6,35.812636,51.011116,4,37.278289,49.582715,29,292,216,2,0,10,3600000
1996,4,27,34.787323,47.604724,26,35.596513,51.443348,7,427,292,2,0,6.1,1980000
1996,5,31,36.273625,50.009054,16,32.185595,60.696663,8,1423,957,0,0,15,11000000
1996,2,21,31.481995,48.436583,11,35.698313,51.395755,7,840,602,2,0,10,13250000
1996,2,27,26.868055,57.090663,21,28.973269,50.835651,6,901,669,1,8,2,5000000
1996,3,16,35.817947,51.001818,4,32.67431,51.670995,3,481,301,1,5,2,2250000
1996,1,26,32.808018,51.697945,3,29.607306,52.535672,15,500,355,1,5,2,1770000
1996,2,25,32.632836,51.37145,3,35.695987,51.397836,7,465,296,1,6,2.3,2060000
1996,5,25,31.745699,54.214785,30,30.241301,57.066946,25,371,239,1,6,1.35,2480000
1996,4,8,32.857718,59.215893,8,32.785131,58.884093,8,37,32,1,3,2.5,700000
1996,3,31,36.654688,53.297446,19,36.57179,53.06167,19,29,35,1,6,2.75,750000
1996,4,16,36.543783,52.688875,19,35.286929,47.418957,24,646,501,2,0,9.84,9000000
1996,3,7,32.670787,51.665,3,32.670787,51.665,3,0,0,2,5,2.5,1638000
1996,4,29,32.014417,51.215401,23,31.512683,50.836922,23,109,94,2,3,10,1000000
1996,3,20,37.100704,50.186676,29,35.704194,51.396294,7,374,300,0,0,10,5600000
1996,1,23,37.989493,46.472861,0,34.096302,49.695008,20,722,482,1,6,2,4130000
1996,4,26,36.471677,52.350164,19,35.704545,51.406563,7,183,197,0,0,10,4050000
1996,3,10,28.489855,53.561549,15,31.88859,54.358025,30,573,435,2,0,10,3860000
1996,4,13,35.580375,53.383509,13,37.070697,50.393217,29,433,401,3,2,23.94,11129000
1996,3,6,29.194953,52.689856,15,28.972283,50.835148,6,295,247,1,8,4,1910000
1996,3,7,34.648578,50.876643,17,35.704971,51.400421,7,149,115,2,0,10,2000000
1996,2,20,35.693648,51.400132,7,29.61143,52.538296,15,931,614,3,2,21,7750000
1996,5,15,35.227298,52.34038,13,36.284032,50.002977,16,262,204,1,5,4.5,3400000
1996,3,18,27.18439,56.273009,21,36.213252,58.79836,9,1345,964,3,2,14.3,27350000
1996,6,27,31.324038,48.679889,11,32.176238,54.069301,30,783,615,0,0,15,11050000
1996,6,14,35.337234,52.070301,13,36.168334,54.342083,13,258,171,1,5,2.5,1500000
1996,2,22,36.633687,52.904485,19,31.893494,54.358689,30,763,572,2,0,10,6800000
1996,3,2,36.652615,59.123613,9,36.56343,53.054903,19,688,506,2,0,6.5,3110000
1996,2,29,34.642086,50.886377,17,34.094272,49.688748,20,135,103,1,5,2,1500000
1996,5,28,37.234375,55.195309,28,37.015182,54.457875,28,80,72,0,3,15,2000000
1996,6,16,34.093077,49.691458,20,33.126103,46.172531,5,554,456,2,0,10,11450000
1996,3,21,35.109695,49.836016,20,35.703661,51.40042,7,181,130,2,0,10,1300000
1996,5,16,31.582103,54.450143,30,29.602513,52.531524,15,461,322,2,0,10,5730000
1996,3,29,34.318989,47.079311,26,29.60557,52.53862,15,1010,740,1,6,5,4800000
1996,2,24,38.246203,48.295043,2,35.69875,51.396081,7,589,418,2,0,5,4700000
1996,1,9,32.674026,51.669988,3,34.098284,49.692509,20,279,220,1,6,4,1884000
1996,3,23,36.291441,59.611278,9,34.100577,49.696141,20,1098,709,1,5,1.5,3900000
1996,6,12,37.54631,45.062498,1,29.611894,52.543997,15,1521,1034,2,8,10,11400000
1996,5,29,32.455767,48.350156,11,33.897903,48.750139,18,287,215,0,8,15,5400000
1996,6,15,37.993243,46.477441,0,36.841501,54.435059,28,1008,714,1,6,3,5920000
1996,5,5,34.484289,50.455258,17,35.019795,50.357385,20,73,56,3,2,20.63,3906000
1996,6,20,35.699492,51.403109,7,33.990347,51.439702,3,247,173,2,0,10,3600000
1996,2,27,36.143317,49.223422,12,28.965678,50.842169,6,1106,849,3,2,15.09,16250000
1996,2,22,35.524824,46.17822,24,34.803171,48.512483,22,302,273,2,0,10,4300000
1996,3,9,34.289674,48.828473,22,35.696605,51.39931,7,382,273,2,3,7,2300000
1996,5,25,29.600558,52.531694,15,26.958469,53.480777,21,467,372,1,8,2.2,2540000
1996,3,18,35.93766,50.823607,4,36.285036,50.000181,16,88,70,3,4,22,3600000
1996,4,18,36.473732,52.348735,19,37.153824,49.864859,29,267,278,0,0,15,5800000
1996,6,30,35.384799,49.031784,22,36.036596,50.536492,16,215,161,2,0,10,2520000
1996,3,27,29.276981,53.219512,15,29.613631,52.531593,15,90,75,1,1,2.75,1900000
1996,5,1,38.082317,46.289779,0,37.386926,46.235075,0,136,129,1,5,2,2160000
1996,4,3,35.589391,53.385684,13,37.099085,58.506925,9,597,417,3,2,24,4650000
1996,3,30,33.557078,50.562137,3,35.70648,51.396977,7,333,228,2,0,10,5700000
1996,3,25,30.067,51.417875,15,29.603349,52.540504,15,165,156,1,6,3.1,2687000
1996,6,27,36.0424,46.908113,24,34.781428,50.51887,17,472,335,1,6,2,3500000
1996,4,19,31.161887,52.649658,15,28.933331,53.647758,15,352,284,1,6,1,1500000
1996,6,1,32.80823,51.691825,3,29.611991,52.541664,15,500,355,1,6,2,1770000
1996,3,22,33.452842,49.447434,18,31.327878,48.680478,11,467,346,3,3,24.72,9520000
1996,5,22,33.88841,48.760901,18,35.657924,51.060764,7,369,270,1,6,2,1500000
1996,5,8,31.931019,50.731277,23,32.67098,51.665934,3,177,141,1,6,3,900000
1996,5,15,36.216286,57.681266,9,36.211712,58.789062,9,114,82,2,0,10,2300000
1996,5,2,31.890919,54.361157,30,37.566904,56.927267,10,900,643,0,0,15,11000000
1996,3,9,32.668768,51.671496,3,29.604665,52.539776,15,487,341,2,0,7.74,3975000
1996,2,27,32.207048,48.252303,11,34.324414,47.070618,26,382,313,3,4,24.57,9820000
1996,6,25,33.992818,51.449507,3,35.01823,50.359103,20,183,137,1,6,2,1750000
1996,3,29,30.079998,53.133772,15,36.29833,59.612622,9,1246,861,0,0,14.16,10560000
1996,5,10,30.235242,57.066735,25,29.492632,60.853349,14,513,336,2,0,9,4750000
1996,1,21,35.702237,51.405329,7,31.882827,54.361331,30,625,404,0,0,12.6,5712000
1996,6,7,35.705323,53.349647,13,35.809693,51.007038,4,279,209,1,1,5,4300000
1996,4,17,35.015762,50.35933,20,36.630354,52.268406,19,343,307,1,6,3,4935000
1996,6,19,29.619145,51.651187,15,28.660536,51.369239,6,197,156,2,3,10,1900000
1996,2,25,35.701562,51.40791,7,36.291808,59.604682,9,898,608,2,0,8.35,7321000
1996,2,3,36.29254,52.883736,19,35.696043,51.403617,7,232,202,2,0,10,3366000
1996,6,3,34.478913,47.691625,26,35.706586,51.403028,7,435,312,1,6,1.62,2075000
1996,5,7,36.668008,48.480644,12,36.556672,47.622151,12,98,92,2,3,5,3100000
1996,1,4,36.303691,59.600222,9,36.213382,58.793205,9,139,106,1,8,2,1650000
1996,6,13,35.99738,49.445177,16,36.284594,50.01154,16,69,60,1,5,2,1100000
1996,4,12,35.702253,51.401505,7,32.171986,54.063306,30,583,367,2,0,4.6,4500000
1996,6,9,37.851313,45.966892,0,37.762953,45.984543,0,14,18,2,0,10,1400000
1996,3,25,35.817468,51.00211,4,27.181514,56.273818,21,1311,849,1,5,1.5,7300000
1996,3,14,32.301521,50.492176,23,32.66608,51.667591,3,146,128,3,2,17,2000000
1996,2,14,35.702557,51.408041,7,36.296405,59.599302,9,898,608,3,7,5,9000000
1996,6,7,36.68156,46.564477,1,36.562182,53.055382,19,863,686,2,0,10,5420000
1996,6,16,33.71949,59.184329,8,34.149519,58.639661,9,93,70,2,0,3,1300000
1996,2,13,35.706611,51.401223,7,31.882225,54.368008,30,625,404,2,0,7.8,6076000
1996,4,12,31.165507,52.641576,15,36.254713,49.135446,12,742,528,3,2,21.8,13700000
1996,6,12,34.394944,47.439407,26,35.706105,51.402287,7,461,325,1,5,1,1800000
1996,1,29,36.698479,45.145527,1,30.245539,57.069432,25,1602,1131,3,4,22,14140000
1996,1,8,35.696774,51.395978,7,31.32463,48.672776,11,826,583,1,6,3.63,4311000
1996,3,17,36.21063,58.786029,9,36.29348,59.611309,9,134,102,1,5,2,1550000
1996,6,26,28.344322,52.97149,15,35.705835,51.401517,7,1157,817,1,6,4,3740000
1996,1,26,35.928419,50.811322,4,36.284597,50.006049,16,88,70,0,0,15,3000000
1996,5,4,37.224523,55.599492,28,36.160454,54.342342,13,263,202,2,0,6.2,2194000
1996,3,27,29.879296,52.800481,15,38.076972,46.283031,0,1333,898,1,5,3,7000000
1996,4,31,38.554927,44.955249,1,38.202652,44.76472,1,49,47,2,3,10,1362000
1996,2,27,35.585165,53.3825,13,36.291966,59.603302,9,677,443,3,2,24,5300000
1996,3,1,35.707564,51.40143,7,32.664866,51.660476,3,448,288,0,0,8.5,3975000
1996,2,25,36.294779,59.605967,9,31.890409,54.357885,30,921,639,3,2,5,6600000
1996,1,14,29.197445,53.724314,15,29.60376,52.542367,15,150,117,3,2,24,2700000
1996,6,9,36.536786,46.179895,1,37.149341,46.100709,0,82,89,1,6,2.5,1000000
1996,4,10,33.496496,49.057954,18,34.638051,50.875753,17,265,199,1,6,2,1200000
1996,5,15,36.30399,59.610356,9,38.075195,46.294196,0,1530,995,0,5,10,9660000
1996,3,28,38.513416,46.655598,0,38.079288,46.284066,0,91,94,3,2,24,5630000
1996,4,28,37.243866,55.184033,28,33.857026,58.525182,8,701,516,3,4,10,10150000
1996,2,9,35.698207,51.401688,7,38.068867,46.289775,0,625,405,1,1,4,3100000
1996,5,29,35.697729,51.399277,7,31.323077,48.677413,11,826,583,3,2,15,10750000
1996,2,24,37.393438,46.243035,0,36.282445,50.003123,16,435,289,3,4,23.82,8250000
1996,1,22,27.212546,53.035179,21,35.69462,51.407476,7,1340,935,2,0,8.5,9500000
1996,6,20,35.021964,50.352553,20,36.656889,51.42533,19,309,306,1,6,2.5,4220000
1996,4,8,35.699741,51.394764,7,37.385688,46.245375,0,589,394,1,6,3.33,4600000
1996,4,5,28.932809,53.654771,15,32.005257,51.867426,3,477,365,1,6,4.25,2725000
1996,4,30,28.933732,53.648647,15,26.955178,55.581867,21,427,318,3,2,23,6020000
1996,5,22,39.433478,48.096872,2,36.300395,59.608185,9,1662,1143,2,0,9.5,17000000
1996,1,19,36.41613,54.965502,13,35.704649,51.395994,7,403,290,1,5,2.5,2794000
1996,2,21,29.613478,52.539087,15,34.099243,49.68689,20,760,549,1,6,2.5,5490000
1996,2,7,34.642665,50.879234,17,38.071801,46.291065,0,663,463,1,1,5,2500000
1996,2,20,36.280407,50.006663,16,36.280407,50.006663,16,0,0,1,8,2,820000
1996,6,4,29.294934,51.193065,6,31.965448,51.291755,23,434,379,3,2,18,5700000
1996,1,29,37.838646,46.829171,0,29.612906,52.537125,15,1330,890,0,0,15,7300000
1996,4,12,35.805254,51.009972,4,35.023209,50.357153,20,152,113,1,5,2,2220000
1996,4,7,38.243684,48.296507,2,36.672921,48.483479,12,261,209,0,0,15,4100000
1996,1,24,35.445866,51.568333,7,29.609741,52.54256,15,913,614,1,6,2.5,3700000
1996,4,1,35.706912,51.396237,7,36.541017,52.687618,19,214,223,1,8,2.25,1902000
1996,4,19,35.781274,59.383546,9,27.213646,60.687292,14,1187,783,0,8,12,10092000
1996,4,22,32.66428,51.662469,3,35.702189,51.407136,7,447,285,1,5,3,2074000
1996,4,7,35.301683,50.504784,20,32.669779,51.664212,3,344,235,1,6,2,1499000
1996,5,15,38.074349,46.287675,0,32.668259,51.669994,3,896,605,1,5,1.75,5210000
1996,4,25,38.172968,45.916927,0,38.244519,48.303301,2,276,233,1,1,5,2300000
1996,3,23,29.611647,52.531986,15,32.664587,51.659359,3,487,348,3,7,5,4500000
1996,4,18,35.663031,51.055967,7,33.890856,48.755452,18,370,257,1,6,2.5,2400000
1996,5,15,38.073805,46.289325,0,35.703038,51.40037,7,624,407,1,5,3,3460000
1996,2,18,29.493385,60.855817,14,35.702508,51.400719,7,1485,945,2,0,10,11000000
1996,2,30,36.479488,59.744228,9,36.294687,59.605664,9,35,47,0,0,15,1750000
1996,3,15,35.161508,47.797226,24,34.329277,47.068757,26,176,156,2,3,5,1300000
1996,2,4,30.363539,48.261408,11,35.707318,51.399392,7,952,675,3,7,22,16682000
1996,3,25,35.696759,51.406477,7,33.991768,51.436592,3,247,173,1,6,3,2750000
1996,5,25,32.263179,51.427745,3,33.991006,51.443321,3,270,170,0,3,15,5628000
1996,2,14,35.704565,51.394935,7,34.321752,47.070309,26,504,365,1,6,2.5,4200000
1996,5,21,35.705135,51.395314,7,35.642078,52.312856,7,110,100,0,0,10,3700000
1996,6,1,34.637427,50.880243,17,35.484222,51.087085,7,123,90,0,0,15,3000000
1996,2,20,28.466558,57.837022,25,25.29484,60.652787,14,661,462,1,6,3,3000000
1996,3,18,38.198943,44.774187,1,29.603329,52.53197,15,1541,1037,0,0,15,12100000
1996,2,22,36.13808,49.219603,12,36.274341,50.002525,16,91,71,2,0,10,2000000
1996,3,7,29.613716,52.531709,15,34.793662,48.514698,22,958,686,1,6,3,4000000
1996,1,23,36.288945,52.880264,19,35.70477,51.402146,7,232,202,3,4,20,6660000
1996,3,9,32.00218,51.222162,23,35.694968,51.40681,7,550,350,2,0,10.18,6400000
1996,6,25,34.636916,50.883019,17,27.255693,57.175324,21,1255,835,1,5,3,9000000
1996,2,11,35.426237,51.7866,7,29.612489,52.539403,15,927,620,1,5,2,3700000
1996,2,9,29.486498,60.846042,14,32.668677,51.667737,3,1182,767,3,7,15,14300000
1996,5,12,32.246839,54.020093,30,27.257244,57.176127,21,820,574,2,0,10,7200000
1996,3,21,36.438875,48.787908,12,35.70085,51.401431,7,301,205,1,5,3.51,2000000
1996,5,5,36.301368,59.610386,9,29.602006,52.533428,15,1353,931,3,7,15.67,11247000
1996,3,16,32.67282,51.658346,3,34.324461,47.080573,26,566,443,2,0,10,3906000
1996,3,22,35.42491,51.790306,7,36.29872,59.609086,9,853,557,3,7,22,9000000
1996,5,11,36.020868,53.048975,19,36.561459,53.052263,19,94,91,2,0,10,2500000
1996,2,20,33.991983,51.439061,3,32.675499,51.662813,3,210,143,0,3,15,2440000
1996,6,12,29.273041,53.223191,15,29.610564,52.53914,15,90,75,2,0,8.73,2100000
1996,4,2,35.695374,51.400174,7,31.321179,48.674354,11,826,583,3,7,22,10000000
1996,6,20,36.278298,50.012738,16,37.279553,49.584744,29,182,149,1,6,3.2,2570000
1996,2,27,29.467712,50.994322,6,38.077717,46.289135,0,1461,1072,1,6,2,4000000
1996,6,16,35.808615,51.007454,4,35.724298,50.362594,4,65,73,1,1,2.5,1312000
1996,3,26,36.113186,53.064278,19,35.701777,51.400121,7,204,173,1,1,2,2300000
1996,6,27,38.071087,46.287001,0,27.184523,56.281926,21,1801,1191,3,7,20,21200000
1996,5,29,27.474572,52.609293,6,30.66257,51.590059,27,516,421,0,0,15,10800000
1996,6,11,35.24758,60.632742,9,38.435009,45.778283,0,1689,1100,2,0,10,16000000
1996,4,17,36.294286,59.610239,9,35.702572,51.397321,7,904,612,1,1,2,2760000
1996,3,19,36.675792,52.56873,19,35.703753,51.400002,7,222,230,2,0,6.27,4900000
1996,1,27,36.63339,52.90537,19,36.214738,58.796704,9,633,452,1,5,3,4200000
1996,2,3,37.281167,49.582554,29,35.701367,51.398699,7,331,254,0,0,12.42,4867000
1996,4,24,32.048242,50.818152,23,36.298512,59.603025,9,1282,862,1,8,3,5000000
1996,2,24,27.887985,53.431714,15,31.893145,54.364831,30,730,559,1,6,3.42,6000000
1996,2,7,33.995022,50.686767,20,35.696718,51.407474,7,252,179,0,3,15,4925000
1996,6,1,36.66595,48.489512,12,34.798937,48.514472,22,259,228,0,3,14,3200000
1996,4,10,35.275842,59.224322,9,35.642641,59.29128,9,52,44,2,3,10,1000000
1996,5,3,32.801579,51.698965,3,29.607336,52.538429,15,500,355,2,0,10,2850000
1996,6,22,29.445564,55.677662,25,28.545671,57.78642,25,298,260,2,3,10,4400000
1996,3,31,38.248439,48.303258,2,38.079773,46.285682,0,219,198,1,6,3,1900000
1996,2,5,35.697729,51.406311,7,29.606247,52.537962,15,931,614,1,5,2.43,3786000
1996,2,30,36.109962,53.052575,19,32.677005,51.658275,3,643,433,3,3,24,12100000
1996,6,22,35.698541,51.403348,7,36.837353,54.436531,28,409,348,1,1,2,6000000
1996,3,12,32.357501,53.990391,30,29.612127,52.534439,15,501,363,1,6,4,3410000
1996,4,1,36.292305,59.565242,9,37.073957,57.502699,10,291,230,2,3,10.01,1400000
1996,6,8,37.721709,48.957297,29,27.480852,52.60811,6,1563,1115,3,4,15,14500000
1996,4,24,38.247976,48.295623,2,39.433913,48.08986,2,171,145,1,8,3,1900000
1996,4,10,36.285333,50.012271,16,36.466232,52.351565,19,331,302,3,8,20,9320000
1996,4,8,34.397466,47.439284,26,34.709737,46.651627,26,99,79,1,6,2,1200000
1996,3,28,37.278835,49.588239,29,35.70257,51.398104,7,331,254,2,3,8.86,3700000
1996,2,12,36.139589,49.221939,12,34.795864,48.52084,22,213,185,1,1,2,2235000
1996,4,7,35.696999,51.404784,7,36.165459,54.343139,13,337,247,2,0,6,3800000
1996,6,20,32.800998,51.700346,3,32.329464,50.843682,23,120,112,1,5,2,1150000
1996,3,23,36.669292,48.487958,12,35.705258,51.408165,7,337,227,3,7,22.88,7200000
1996,3,13,32.668089,51.660004,3,33.988982,51.437867,3,208,140,2,0,10,4400000
1996,3,24,35.940131,49.743925,16,35.695147,51.403774,7,219,165,2,3,10,2340000
1996,2,24,37.554504,45.064694,1,34.099133,49.69241,20,721,594,2,0,9,8250000
1996,5,17,29.274002,53.223311,15,29.205233,52.694939,15,107,82,3,3,19.95,3650000
1996,4,17,35.695911,51.394725,7,37.54455,45.071371,1,764,511,3,7,20,9400000
1996,3,11,35.698441,51.39606,7,30.235594,57.062358,25,985,621,0,0,12,8000000
1996,4,15,31.586005,54.448088,30,30.557058,49.186505,11,749,600,0,0,15,10590000
1996,4,11,29.364608,51.069807,6,30.359876,48.257611,11,367,262,1,6,2.5,2500000
1996,6,31,35.701566,51.397039,7,28.97023,50.835866,6,1043,763,3,2,3,8500000
1996,6,31,31.514626,52.123667,15,27.8889,53.438606,15,624,479,1,6,2,2410000
1996,3,3,28.969143,50.834008,6,29.605207,52.531399,15,288,250,1,8,2,900000
1996,4,1,36.568591,53.056573,19,36.285036,50.01037,16,421,344,1,5,2,3400000
1996,6,14,36.076569,49.690283,16,29.609624,52.542324,15,961,667,3,2,20,12700000
1996,6,14,33.894117,48.756434,18,29.599874,52.531923,15,807,577,2,0,10,9000000
1996,1,19,29.441596,55.670597,25,27.17775,56.276251,21,309,227,1,8,4,3000000
1996,3,29,35.342166,52.06708,13,36.303418,59.602474,9,820,532,1,1,5,2360000
1996,3,16,35.80788,51.003216,4,36.283581,50.011113,16,114,87,1,6,2.25,2238000
1996,1,9,32.048646,48.858241,11,31.324002,48.673366,11,92,90,1,6,3,1550000
1996,3,27,36.666361,48.47951,12,34.797216,48.515269,22,259,228,1,6,3,3300000
1996,3,31,37.378337,55.489329,28,36.206408,58.786572,9,460,341,1,6,2,2440000
1996,5,14,36.072656,49.693884,16,36.124967,48.594635,12,115,100,2,0,10,3500000
1996,4,25,35.309681,50.507333,20,32.664818,51.665285,3,344,235,0,0,15,3550000
1996,4,19,37.15839,49.406493,29,35.813604,51.006982,4,296,213,1,6,4,2400000
1996,1,29,37.542761,45.072236,1,36.287263,50.005413,16,613,405,2,0,9.67,6093000
1996,5,23,35.30103,50.495375,20,35.771082,50.056248,16,88,73,1,5,2.5,1400000
1996,5,28,35.702083,51.405919,7,34.094783,49.687498,20,280,201,1,5,2,1920000
1996,3,2,37.849791,45.967202,0,32.67294,51.670124,3,938,632,1,6,4,4260000
1996,5,31,27.179643,56.275351,21,31.882558,54.360449,30,665,448,3,2,22.79,19400000
1996,4,8,34.267702,46.806913,26,33.888672,48.7599,18,232,187,3,2,22,3038000
1996,6,26,38.253364,48.300571,2,35.478942,51.679108,7,631,449,1,6,2,2900000
1996,4,30,37.075825,57.513969,10,36.298287,59.607865,9,292,243,1,5,2,1850000
1996,6,27,38.944079,45.628963,0,29.26166,51.205077,6,1568,1135,1,6,3.98,11100000
1996,6,13,31.324249,48.68179,11,36.543353,46.175683,1,850,702,3,7,24.98,19640000
1996,1,8,36.470515,52.343572,19,34.097246,49.697587,20,454,370,3,8,20,9320000
1996,3,3,36.06654,49.698649,16,35.702502,51.397806,7,197,147,3,4,22,5350000
1996,1,16,34.795217,48.516339,22,36.569256,53.060662,19,593,444,1,6,2.5,4000000
1996,1,20,35.726062,50.368627,4,33.981829,51.447803,3,286,214,2,0,10,7100000
1996,5,19,36.298644,59.602619,9,34.097625,49.689501,20,1098,709,1,1,5,4550000
1996,2,28,35.701233,51.397119,7,30.239872,57.069625,25,985,621,1,6,2.08,5064000
1996,5,24,32.459473,48.358594,11,35.475498,51.679351,7,664,488,1,6,1,5000000
1996,5,16,35.697919,51.394811,7,36.812966,50.884801,19,249,290,2,0,10,6434000
1996,2,15,37.554047,45.065009,1,34.792111,48.521133,22,525,447,2,0,3.75,5500000
1996,3,22,35.167658,47.796387,24,34.804845,48.518959,22,82,73,1,6,2,900000
1996,5,19,38.540127,47.781451,2,38.070741,46.288894,0,180,177,1,6,3.33,1700000
1996,2,7,35.362975,51.240009,7,34.097769,49.69615,20,237,162,3,2,22,5000000
1996,3,10,32.668297,51.658053,3,31.317663,48.680234,11,511,445,2,5,2,5900000
1996,2,9,33.643413,46.425117,5,36.294379,59.608015,9,1559,1049,3,2,22,21700000
1996,1,15,37.284233,49.585486,29,35.695309,51.397687,7,331,254,2,0,10,3800000
1996,2,8,28.650189,51.369802,6,35.705239,51.397345,7,1073,785,2,0,10,6250000
1996,5,19,35.70311,51.400821,7,38.078944,46.289916,0,625,405,1,6,2.5,3418000
1996,3,8,31.892974,54.36998,30,34.329108,47.068408,26,925,635,2,0,5,8800000
1996,2,31,33.98601,50.689497,20,34.090347,49.69575,20,136,110,1,6,3,2665000
1996,3,12,38.552412,44.957801,1,35.698668,51.404983,7,789,524,3,3,20,6513000
1996,4,24,37.79545,48.908201,29,35.817683,51.012518,4,384,294,1,6,4,2400000
1996,6,22,32.256522,54.019598,30,32.664219,51.664301,3,271,189,2,0,10,3535000
1996,4,13,37.474705,57.329196,10,27.186615,56.279375,21,1489,1046,3,7,24.02,18691000
1996,4,26,35.705942,51.398986,7,36.568041,53.060064,19,275,242,0,0,15,7600000
1996,2,25,35.698054,51.400921,7,31.325707,48.684524,11,826,583,1,5,2.75,4400000
1996,2,28,34.641814,50.880866,17,33.99031,51.44031,3,112,87,1,1,5,1800000
1996,4,7,35.693631,51.395214,7,38.944437,45.6257,0,761,493,2,0,10,7700000
1996,4,25,36.211935,57.677977,9,35.70577,51.402411,7,656,450,1,5,2,2700000
1996,4,17,37.336798,46.063976,0,37.282004,49.578421,29,472,401,0,0,15,7200000
1996,5,11,35.7055,51.398504,7,32.248468,54.011926,30,575,367,0,3,15,4200000
1996,1,22,36.688991,53.537107,19,36.564801,53.059145,19,54,53,1,6,4,1400000
1996,2,23,35.697793,51.406944,7,38.076111,46.282178,0,625,405,0,0,12,7560000
1996,3,27,32.243424,48.806407,11,34.329405,47.072363,26,399,329,1,6,4,2700000
1996,5,3,35.696399,51.399298,7,36.696659,52.646868,19,227,234,2,0,6.5,3375000
1996,4,5,35.247051,47.990553,24,33.888818,48.76185,18,239,202,2,3,10,1500000
1996,6,24,29.776715,52.724116,15,35.773931,50.060877,16,866,581,3,7,24.34,11150000
1996,4,7,38.002226,46.477439,0,38.437616,45.779369,0,95,81,1,8,2,1540000
1996,1,7,31.882417,54.36626,30,35.704736,51.406995,7,625,404,2,0,10,4200000
1996,2,21,27.112075,56.062227,21,30.430846,49.108603,11,1029,739,1,6,2.43,11900000
1996,5,30,36.040925,50.526138,16,29.606421,52.537224,15,1016,666,1,8,2.5,4750000
1996,2,21,36.666696,48.47751,12,35.704683,51.396514,7,337,227,2,0,10.25,4175000
1996,2,21,36.215077,57.67937,9,36.203702,58.794791,9,114,82,2,3,10,2000000
1996,2,17,33.981121,50.685752,20,32.67198,51.658488,3,180,128,1,6,3.14,1417000
1996,3,28,35.344477,48.375146,22,35.698722,51.39744,7,336,233,0,0,15,3400000
1996,4,25,33.492871,49.05886,18,30.433431,48.182173,11,536,390,0,0,15,2700000
1996,6,18,36.240448,46.269528,24,34.100695,49.697942,20,504,405,1,6,3,2800000
1996,2,21,32.671382,51.664064,3,31.882694,54.359865,30,320,225,1,6,2,2154000
1996,4,29,35.582904,53.389241,13,35.046033,46.359573,26,831,594,3,2,24,7000000
1996,2,30,31.997811,54.208745,30,35.696029,51.394965,7,607,386,1,6,3.2,3182000
1996,1,18,29.471825,50.98597,6,35.70232,51.408105,7,1009,750,1,6,2.5,3550000
1996,4,2,33.889342,48.761624,18,38.075185,46.287,0,694,524,0,0,15,3200000
1996,4,11,39.31553,47.51667,2,36.760699,45.72792,1,494,418,2,0,9,5270000
1996,1,30,37.284288,49.585699,29,36.285146,50.005164,16,178,150,2,0,3,3200000
1996,5,15,31.328843,48.678141,11,30.991034,48.123912,11,68,68,3,2,24,3055000
1996,6,19,34.503702,48.696695,22,30.590845,50.247552,11,690,518,2,3,9.5,2800000
1996,5,24,36.72935,46.180717,1,36.246559,46.265275,24,68,74,0,3,15,2200000
1996,3,4,29.446085,55.669912,25,31.887041,54.359025,30,354,238,3,2,24.7,5800000
1996,5,9,32.869863,59.220658,8,33.609536,59.996683,8,157,138,1,5,2.5,1420000
1996,5,9,35.019469,50.356835,20,30.673871,51.586242,27,622,462,2,0,10,5793000
1996,3,9,28.602792,59.088697,25,34.796892,48.519781,22,1416,912,2,0,9.88,14000000
1996,5,14,35.808292,51.007261,4,36.108214,51.313265,4,67,85,1,6,3,1050000
1996,6,3,33.985699,50.679523,20,37.281996,49.579922,29,463,342,1,6,3,3290000
1996,2,18,34.792358,46.939256,24,38.068785,46.28445,0,518,470,3,7,10,7600000
1996,5,22,33.07087,50.159499,3,29.876044,52.804701,15,578,401,1,6,2,3450000
1996,4,15,32.67741,51.668224,3,38.182636,45.698735,0,968,644,2,0,10,7440000
1996,6,11,31.53991,60.039171,8,37.108402,58.510882,9,826,570,3,2,22,9000000
1996,3,9,28.755203,53.798436,15,27.176264,56.273639,21,427,318,2,0,10,4750000
1996,2,20,34.136461,50.568732,20,32.667635,51.6604,3,200,142,3,2,10,5100000
1996,5,17,27.180987,56.277879,21,38.069462,46.285102,0,1811,1189,3,4,20.24,31900000
1996,6,23,34.502672,47.955301,26,33.460964,49.449292,18,249,200,2,0,10,1500000
1996,6,16,38.94321,45.632028,0,35.804775,50.967323,4,718,454,3,8,11.98,20000000
1996,5,20,38.201085,44.76184,1,35.703836,51.397595,7,787,513,1,6,4,4510000
1996,3,9,32.249568,54.009655,30,34.327112,47.0693,26,874,599,0,0,15,9500000
1996,4,22,36.650692,59.115475,9,27.178135,56.280423,21,1457,1001,1,8,2.5,5490000
1996,3,18,28.663446,57.733685,25,36.297439,59.608628,9,1150,805,1,6,4.02,8000000
1996,4,21,36.276266,50.005657,16,38.07897,46.294878,0,472,299,1,1,4.5,4000000
